"RecordID","TimeStamp","DeltaToUTC","UserID","ObjectID","Description","Comment","Checksum"
1037,"15-Oct-19 2:47:52 PM","-6:00","System","Application","Change to operating mode 'online'.",,q0VhCl
1038,"15-Oct-19 2:47:52 PM","-6:00","System","User administration","User administration imported successfully.",,PG3em+
1039,"15-Oct-19 2:48:00 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,AFii6d
0,"15-Oct-19 2:48:22 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,4iBl+Q
0,"15-Oct-19 2:51:23 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 7, created with WinCC Professional V15.1",,jvP1j6
1040,"15-Oct-19 2:51:23 PM","-6:00","System","Application","Change to operating mode 'online'.",,jQe6iF
1041,"15-Oct-19 2:51:23 PM","-6:00","System","User administration","User administration imported successfully.",,8qpJQf
1042,"15-Oct-19 2:51:34 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,0Z15Hh
0,"15-Oct-19 2:53:10 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,/A16Bm
0,"15-Oct-19 2:56:10 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 7, created with WinCC Professional V15.1",,01aN5P
1043,"15-Oct-19 2:56:10 PM","-6:00","System","Application","Change to operating mode 'online'.",,SYtGyK
1044,"15-Oct-19 2:56:10 PM","-6:00","System","User administration","User administration imported successfully.",,7TGwZz
1045,"15-Oct-19 2:56:32 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,Mt7jnG
0,"15-Oct-19 2:59:07 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,kHXCd8
0,"15-Oct-19 3:07:27 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 12, created with WinCC Professional V15.1",,i+oCVv
1046,"15-Oct-19 3:07:27 PM","-6:00","System","Application","Change to operating mode 'online'.",,rnMke/
1047,"15-Oct-19 3:07:27 PM","-6:00","System","User administration","User administration imported successfully.",,UXyFuG
1048,"15-Oct-19 3:07:43 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,DvPzGG
1049,"15-Oct-19 3:17:58 PM","-6:00","System","User administration","User logged off.",,pqm/R0
1050,"15-Oct-19 3:20:33 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,rEIwfg
0,"15-Oct-19 3:21:16 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,p11U8H
0,"15-Oct-19 3:39:23 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 12, created with WinCC Professional V15.1",,oPh5QK
1051,"15-Oct-19 3:39:23 PM","-6:00","System","Application","Change to operating mode 'online'.",,O+P5XO
1052,"15-Oct-19 3:39:23 PM","-6:00","System","User administration","User administration imported successfully.",,JR8Stf
1053,"15-Oct-19 3:39:30 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,NPgH4c
0,"15-Oct-19 3:39:40 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,ESGDUE
0,"15-Oct-19 3:41:53 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 12, created with WinCC Professional V15.1",,mwgnI+
1054,"15-Oct-19 3:41:53 PM","-6:00","System","Application","Change to operating mode 'online'.",,vklN//
1055,"15-Oct-19 3:41:53 PM","-6:00","System","User administration","User administration imported successfully.",,v7Mw1l
1056,"15-Oct-19 3:42:06 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,k+sVr7
0,"15-Oct-19 3:43:39 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,A1JxZO
0,"15-Oct-19 3:44:40 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 12, created with WinCC Professional V15.1",,L18OiG
1057,"15-Oct-19 3:44:40 PM","-6:00","System","Application","Change to operating mode 'online'.",,WKYpaB
1058,"15-Oct-19 3:44:40 PM","-6:00","System","User administration","User administration imported successfully.",,/zrYxh
1059,"15-Oct-19 3:44:48 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,Eln8tX
0,"15-Oct-19 3:45:38 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,AGCKma
0,"15-Oct-19 4:02:45 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 16, created with WinCC Professional V15.1",,HykuXz
1060,"15-Oct-19 4:02:45 PM","-6:00","System","Application","Change to operating mode 'online'.",,PSLv7i
1061,"15-Oct-19 4:02:45 PM","-6:00","System","User administration","User administration imported successfully.",,GC+Oa/
1062,"15-Oct-19 4:02:55 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,6H49VF
0,"15-Oct-19 4:03:02 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,hO3xUO
0,"16-Oct-19 9:39:50 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 16, created with WinCC Professional V15.1",,eYVYch
1063,"16-Oct-19 9:39:50 AM","-6:00","System","Application","Change to operating mode 'online'.",,QltBHy
1064,"16-Oct-19 9:39:50 AM","-6:00","System","User administration","User administration imported successfully.",,IGUwWK
1065,"16-Oct-19 9:39:57 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,xwQ2hH
1066,"16-Oct-19 9:57:41 AM","-6:00","System","User administration","User logged off.",,gVGLTr
1067,"16-Oct-19 10:04:23 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,qZaTW5
1068,"16-Oct-19 10:52:16 AM","-6:00","System","User administration","User logged off.",,2ggJev
1069,"16-Oct-19 10:55:35 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,oNHr8Z
1070,"16-Oct-19 11:18:34 AM","-6:00","System","User administration","User logged off.",,Nmi00w
1071,"16-Oct-19 11:22:23 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,nIyozp
1072,"16-Oct-19 11:53:03 AM","-6:00","System","User administration","User logged off.",,4BtASe
1073,"16-Oct-19 11:53:15 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,LEhPXO
0,"16-Oct-19 12:31:30 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,TuSIX7
0,"16-Oct-19 3:57:07 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 16, created with WinCC Professional V15.1",,hnM8fx
1074,"16-Oct-19 3:57:07 PM","-6:00","System","Application","Change to operating mode 'online'.",,1l2kWI
1075,"16-Oct-19 3:57:07 PM","-6:00","System","User administration","User administration imported successfully.",,UXj8m9
1076,"16-Oct-19 3:57:27 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,jk2yew
0,"16-Oct-19 3:57:52 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,6qiEif
0,"16-Oct-19 4:01:23 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 16, created with WinCC Professional V15.1",,EzcwHz
1077,"16-Oct-19 4:01:23 PM","-6:00","System","Application","Change to operating mode 'online'.",,ZGmebb
1078,"16-Oct-19 4:01:23 PM","-6:00","System","User administration","User administration imported successfully.",,WFtioO
1079,"16-Oct-19 4:04:08 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,WRbGhM
0,"16-Oct-19 4:14:04 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,WLjGnl
0,"21-Oct-19 9:02:18 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 16, created with WinCC Professional V15.1",,+zxxKz
1080,"21-Oct-19 9:02:18 AM","-6:00","System","Application","Change to operating mode 'online'.",,YafDJQ
1081,"21-Oct-19 9:02:18 AM","-6:00","System","User administration","User administration imported successfully.",,gzL2G/
1082,"21-Oct-19 9:02:26 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,TLCBJ1
1083,"21-Oct-19 9:22:43 AM","-6:00","System","User administration","User logged off.",,ZgW9Bg
1084,"21-Oct-19 9:33:48 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,hcl5NX
1085,"21-Oct-19 9:34:32 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,SRhdLT
1086,"21-Oct-19 9:57:24 AM","-6:00","System","User administration","User logged off.",,UInuhf
1087,"21-Oct-19 10:10:02 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,vYpz44
1088,"21-Oct-19 10:49:26 AM","-6:00","System","User administration","User logged off.",,WGkRu1
1089,"21-Oct-19 11:06:31 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,gTi9OC
1090,"21-Oct-19 11:37:11 AM","-6:00","System","User administration","User logged off.",,bzYdK5
1091,"21-Oct-19 11:45:17 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,oUzWlS
1092,"21-Oct-19 12:05:47 PM","-6:00","System","User administration","User logged off.",,OCj3Gg
1093,"21-Oct-19 12:17:22 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,HtgQTv
1094,"21-Oct-19 12:27:36 PM","-6:00","System","User administration","User logged off.",,bidCzk
1095,"21-Oct-19 12:30:38 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,9TsTGG
1096,"21-Oct-19 12:56:16 PM","-6:00","System","User administration","User logged off.",,An01SQ
0,"21-Oct-19 2:28:49 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,HXJYCj
0,"21-Oct-19 3:53:39 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 16, created with WinCC Professional V15.1",,ghHScP
1097,"21-Oct-19 3:53:39 PM","-6:00","System","User administration","User administration imported successfully.",,R+E7GN
1098,"21-Oct-19 3:53:51 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,pr86n9
1099,"21-Oct-19 4:05:58 PM","-6:00","System","User administration","User logged off.",,3HBqEA
1100,"21-Oct-19 4:07:02 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,THylzE
0,"21-Oct-19 4:13:40 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,x+syiQ
0,"23-Oct-19 11:02:49 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 16, created with WinCC Professional V15.1",,PlaZVf
1101,"23-Oct-19 11:02:49 AM","-6:00","System","Application","Change to operating mode 'online'.",,etBf1h
1102,"23-Oct-19 11:02:49 AM","-6:00","System","User administration","User administration imported successfully.",,7r0MT8
1103,"23-Oct-19 11:03:05 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,Li1hjz
1104,"23-Oct-19 11:13:47 AM","-6:00","System","User administration","User logged off.",,e8I+Qi
1105,"23-Oct-19 11:14:18 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,vqAOLs
1106,"23-Oct-19 11:32:56 AM","-6:00","System","User administration","User logged off.",,BskzsI
1107,"23-Oct-19 11:34:42 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,uigLoR
0,"23-Oct-19 11:35:06 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,1Yw5Nr
0,"23-Oct-19 11:37:30 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 16, created with WinCC Professional V15.1",,AkInw+
1108,"23-Oct-19 11:37:30 AM","-6:00","System","Application","Change to operating mode 'online'.",,67HrOh
1109,"23-Oct-19 11:37:30 AM","-6:00","System","User administration","User administration imported successfully.",,e0XG1o
1110,"23-Oct-19 11:37:43 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,yY9NNw
1111,"23-Oct-19 11:47:45 AM","-6:00","System","User administration","User logged off.",,D4f+9K
1112,"23-Oct-19 11:48:46 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,wNSCI+
1113,"23-Oct-19 11:58:54 AM","-6:00","System","User administration","User logged off.",,+rRBt0
1114,"23-Oct-19 1:54:39 PM","-6:00","System","Application","Shutting down application due to problem with power supply.",,v1lmeJ
0,"23-Oct-19 1:54:39 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,gWRmd3
0,"26-Oct-19 9:00:42 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 16, created with WinCC Professional V15.1",,uaHycM
1115,"26-Oct-19 9:00:42 AM","-6:00","System","Application","Change to operating mode 'online'.",,qgtQx7
1116,"26-Oct-19 9:00:42 AM","-6:00","System","User administration","User administration imported successfully.",,f8PiAD
1117,"26-Oct-19 9:04:24 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,cYqBMZ
1118,"26-Oct-19 9:31:44 AM","-6:00","System","User administration","User logged off.",,2vBeuu
1119,"26-Oct-19 9:57:33 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,2UMe8e
1120,"26-Oct-19 10:15:00 AM","-6:00","System","User administration","User logged off.",,NoAvVz
1121,"26-Oct-19 10:21:03 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,EKzEo6
0,"26-Oct-19 10:35:19 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,2Oi8i3
0,"26-Oct-19 6:18:19 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 16, created with WinCC Professional V15.1",,aYVILT
1122,"26-Oct-19 6:18:19 PM","-6:00","System","User administration","User administration imported successfully.",,TQ85s+
1123,"26-Oct-19 6:18:29 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,LDa6Ih
1124,"26-Oct-19 6:34:28 PM","-6:00","System","User administration","User logged off.",,Y//ufv
1125,"26-Oct-19 6:37:04 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,cs7g1B
1126,"26-Oct-19 6:54:22 PM","-6:00","System","User administration","User logged off.",,97cDHH
1127,"26-Oct-19 7:25:15 PM","-6:00","System","Application","Shutting down application due to problem with power supply.",,QjPirA
0,"26-Oct-19 7:25:15 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,fLl9U9
1128,"27-Oct-19 10:38:40 AM","-6:00","System","Application","The last program run was not correctly exited. This may result in the loss of data.",,AjZYz9
0,"27-Oct-19 10:38:40 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 16, created with WinCC Professional V15.1",,CH4OlD
1129,"27-Oct-19 10:38:40 AM","-6:00","System","Application","Change to operating mode 'online'.",,9YWKl1
1130,"27-Oct-19 10:38:40 AM","-6:00","System","User administration","User administration imported successfully.",,uE286T
1131,"27-Oct-19 10:40:01 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,A4Bbw5
1132,"27-Oct-19 11:13:33 AM","-6:00","System","User administration","User logged off.",,b3JaB4
1133,"27-Oct-19 11:15:11 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,CL/zFJ
1134,"27-Oct-19 11:38:16 AM","-6:00","System","User administration","User logged off.",,Dqf3cl
0,"27-Oct-19 12:21:02 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,Es+GnE
0,"27-Oct-19 2:57:58 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 16, created with WinCC Professional V15.1",,HNvm3V
1135,"27-Oct-19 2:57:58 PM","-6:00","System","Application","Change to operating mode 'online'.",,gGkI/Z
1136,"27-Oct-19 2:57:58 PM","-6:00","System","User administration","User administration imported successfully.",,bNoXJd
1137,"27-Oct-19 2:58:07 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,UaTC6s
1138,"27-Oct-19 3:27:11 PM","-6:00","System","User administration","User logged off.",,LLx/CA
1139,"27-Oct-19 3:42:56 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,vsUEa3
0,"27-Oct-19 3:49:39 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,rLdPnZ
0,"28-Oct-19 9:19:21 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 16, created with WinCC Professional V15.1",,tXWgvz
1140,"28-Oct-19 9:19:21 AM","-6:00","System","Application","Change to operating mode 'online'.",,KlHl91
1141,"28-Oct-19 9:19:21 AM","-6:00","System","User administration","User administration imported successfully.",,/jcBK+
1142,"28-Oct-19 9:19:36 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,AuBxro
1143,"28-Oct-19 9:33:57 AM","-6:00","System","User administration","User logged off.",,lyI59L
1144,"28-Oct-19 9:45:39 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,RRrp1p
0,"28-Oct-19 10:17:00 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,FQ0W1b
0,"29-Oct-19 10:36:31 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,ES22h5
1145,"29-Oct-19 10:36:31 AM","-6:00","System","Application","Change to operating mode 'online'.",,96HfdU
1146,"29-Oct-19 10:36:31 AM","-6:00","System","User administration","User administration imported successfully.",,mum3pS
1147,"29-Oct-19 10:36:47 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,A7clat
0,"29-Oct-19 10:37:24 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,+iiys6
0,"29-Oct-19 10:37:36 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,+MbU3o
1148,"29-Oct-19 10:37:36 AM","-6:00","System","Application","Change to operating mode 'online'.",,VFLS6/
1149,"29-Oct-19 10:37:36 AM","-6:00","System","User administration","User administration imported successfully.",,0tD37d
1150,"29-Oct-19 10:37:45 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,qaWSJ4
0,"29-Oct-19 10:38:04 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,/ArgME
0,"29-Oct-19 10:39:23 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,Odqzjl
1151,"29-Oct-19 10:39:23 AM","-6:00","System","Application","Change to operating mode 'online'.",,rZsN1A
1152,"29-Oct-19 10:39:23 AM","-6:00","System","User administration","User administration imported successfully.",,Voakdt
1153,"29-Oct-19 10:39:31 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,8CCtZ2
0,"29-Oct-19 10:40:11 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,zl5iWD
0,"29-Oct-19 10:41:29 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,ecEURA
1154,"29-Oct-19 10:41:29 AM","-6:00","System","Application","Change to operating mode 'online'.",,HHTwRm
1155,"29-Oct-19 10:41:29 AM","-6:00","System","User administration","User administration imported successfully.",,i/pr3T
1156,"29-Oct-19 10:41:37 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,Jt0z6n
1157,"29-Oct-19 10:53:16 AM","-6:00","System","User administration","User logged off.",,brGOyy
1158,"29-Oct-19 11:14:30 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,0KZ2b8
1159,"29-Oct-19 11:34:50 AM","-6:00","System","User administration","User logged off.",,jrAIaC
1160,"29-Oct-19 11:43:13 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,s16x9o
1161,"29-Oct-19 11:53:28 AM","-6:00","System","User administration","User logged off.",,5aJow6
0,"29-Oct-19 12:23:39 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,KJMrQ2
0,"29-Oct-19 12:32:27 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,2Od8Ch
1162,"29-Oct-19 12:32:27 PM","-6:00","System","Application","Change to operating mode 'online'.",,F8L6Y1
1163,"29-Oct-19 12:32:27 PM","-6:00","System","User administration","User administration imported successfully.",,lNmiYy
1164,"29-Oct-19 12:32:34 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,JJXbs5
0,"29-Oct-19 12:34:18 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,t4/WGV
0,"29-Oct-19 12:38:48 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,jWb4So
1165,"29-Oct-19 12:38:48 PM","-6:00","System","Application","Change to operating mode 'online'.",,ulVShW
1166,"29-Oct-19 12:38:48 PM","-6:00","System","User administration","User administration imported successfully.",,Rktu7i
1167,"29-Oct-19 12:38:56 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,zOW7ov
1168,"29-Oct-19 12:56:04 PM","-6:00","System","User administration","User logged off.",,fhWbqz
0,"29-Oct-19 12:58:47 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,VGyd98
0,"29-Oct-19 2:13:41 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,IfjRUp
1169,"29-Oct-19 2:13:41 PM","-6:00","System","Application","Change to operating mode 'online'.",,OFCywp
1170,"29-Oct-19 2:13:41 PM","-6:00","System","User administration","User administration imported successfully.",,eQnFZU
1171,"29-Oct-19 2:13:49 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,EKd5nE
0,"29-Oct-19 2:14:04 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,vFbwbZ
0,"29-Oct-19 2:14:38 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,2qJe/L
1172,"29-Oct-19 2:14:38 PM","-6:00","System","Application","Change to operating mode 'online'.",,ldMjjH
1173,"29-Oct-19 2:14:38 PM","-6:00","System","User administration","User administration imported successfully.",,Ab5SzY
1174,"29-Oct-19 2:14:45 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,vjW+pM
0,"29-Oct-19 2:14:54 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,HvHE4k
0,"29-Oct-19 2:15:53 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,c4yskL
1175,"29-Oct-19 2:15:53 PM","-6:00","System","User administration","User administration imported successfully.",,94TdXK
1176,"29-Oct-19 2:16:12 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,DTJZ54
0,"29-Oct-19 2:17:45 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,BQHeKp
0,"29-Oct-19 2:24:33 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,NGEKNA
1177,"29-Oct-19 2:24:33 PM","-6:00","System","Application","Change to operating mode 'online'.",,bnEpLL
1178,"29-Oct-19 2:24:33 PM","-6:00","System","User administration","User administration imported successfully.",,zLXyH4
1179,"29-Oct-19 2:24:40 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,peZglr
0,"29-Oct-19 2:24:53 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,YV6FEZ
0,"29-Oct-19 2:27:37 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,G2qPSq
1180,"29-Oct-19 2:27:37 PM","-6:00","System","Application","Change to operating mode 'online'.",,CdRBxI
1181,"29-Oct-19 2:27:37 PM","-6:00","System","User administration","User administration imported successfully.",,bKPSYG
1182,"29-Oct-19 2:27:46 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,iDHD+g
1183,"29-Oct-19 2:37:56 PM","-6:00","System","User administration","User logged off.",,CrJG1C
0,"29-Oct-19 2:39:46 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,R0F+j6
0,"29-Oct-19 2:39:59 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,lLJpB7
1184,"29-Oct-19 2:39:59 PM","-6:00","System","Application","Change to operating mode 'online'.",,U/VETV
1185,"29-Oct-19 2:39:59 PM","-6:00","System","User administration","User administration imported successfully.",,8tTn/2
